BSU number Source,Source,BSU number target,Target,beta.mean,var.exp.rank.mean,"prior (Interaction (0=novel, -1=recovered prior repression, 1=recovered prior activation)"
BSU24100,bkdR,BSU24070,buk,1.391,528.39,1
BSU24100,bkdR,BSU24080,bcd,1.505,289.29,1
BSU24100,bkdR,BSU24090,ptb,1.51,365.405,1
BSU26580,bltR,BSU06770,yeeB,0.229,41861.455,0
BSU26580,bltR,BSU16970,ymdB,0.21,42035.16,0
BSU26580,bltR,BSU24830,yqgT,0.006,34701.762,0
BSU26580,bltR,BSU26590,blt,0.954,565.25,1
BSU26580,bltR,BSU26600,bltD,0.883,461.535,1
BSU26580,bltR,BSU30850,ytdA,-0.165,41236.23,0
BSU26580,bltR,BSU32720,yurZ,0.234,41541.75,0
BSU24020,bmrR,BSU10250,lplJ,-0.151,42637.408,0
BSU24020,bmrR,BSU24010,bmr,0.754,84.16,1
BSU24020,bmrR,BSU33530,iolW,-0.168,42805.152,0
BSU03620,bsdA,BSU03630,bsdB,0.731,1001.045,1
BSU03620,bsdA,BSU03640,bsdC,0.872,378.24,1
BSU03620,bsdA,BSU03651,bsdD,0.74,704.745,1
BSU03620,bsdA,BSU03652,yclD,0.487,40489.012,0
BSU03620,bsdA,BSU32910,yusS,0.152,44694.887,0
BSU01640,btr,BSU01600,ybbA,0.534,897.23,1
BSU01640,btr,BSU01610,feuC,0.519,759.93,1
BSU01640,btr,BSU01620,feuB,0.554,619.325,1
BSU01640,btr,BSU01630,feuA,0.612,670.085,1
BSU01640,btr,BSU06048,ydzU,-0.151,43492.368,0
BSU01640,btr,BSU16650,rbfA,-0.171,42845.772,0
BSU01640,btr,BSU22010,ypcP,-0.184,41716.93,0
BSU01640,btr,BSU22960,gudB,0.208,39181.255,0
BSU01640,btr,BSU24260,yqxC,-0.181,42126.69,0
BSU01640,btr,BSU25130,nfo,-0.241,41055.095,0
BSU01640,btr,BSU25140,cshB,-0.195,42347.908,0
BSU01640,btr,BSU25510,lepA,-0.165,43112.945,0
BSU01640,btr,BSU25610,yqeM,-0.208,42035.45,0
BSU01640,btr,BSU25620,yqeL,-0.231,40582.705,0
BSU01640,btr,BSU25630,yqeK,-0.183,43644.675,0
BSU01640,btr,BSU25640,nadD,-0.141,44160.8,0
BSU01640,btr,BSU25650,yqeI,-0.214,38426.332,0
BSU01640,btr,BSU25660,aroD,-0.22,39943.463,0
BSU33680,catR,BSU08230,catD,-1.06,252.505,-1
BSU33680,catR,BSU08240,catE,-1.104,159.44,-1
BSU33680,catR,BSU16470,sigD,0.214,36360.89,0
BSU33680,catR,BSU37540,ywhB,0.227,33928.622,0
BSU29740,ccpA,BSU02130,glpQ,-0.273,21277.95,-1
BSU29740,ccpA,BSU02140,glpT,-0.311,12815.362,-1
BSU29740,ccpA,BSU03040,amyE,-1.113,1574.93,-1
BSU29740,ccpA,BSU04160,mtlR,-0.496,18287.018,0
BSU29740,ccpA,BSU04470,dctP,-0.443,13054.702,-1
BSU29740,ccpA,BSU05810,gmuB,-0.469,2754.872,-1
BSU29740,ccpA,BSU05820,gmuA,-0.436,3367.247,-1
BSU29740,ccpA,BSU05830,gmuC,-0.504,1862.38,-1
BSU29740,ccpA,BSU05840,gmuD,-0.619,1934.025,-1
BSU29740,ccpA,BSU05850,gmuR,-0.468,8888.438,-1
BSU29740,ccpA,BSU05860,gmuE,-0.644,2384.33,-1
BSU29740,ccpA,BSU05870,gmuF,-0.72,2097.62,-1
BSU29740,ccpA,BSU05880,gmuG,-0.577,10883.96,-1
BSU29740,ccpA,BSU06560,yerA,-0.403,21405.935,0
BSU29740,ccpA,BSU06940,yesL,-0.281,36746.522,0
BSU29740,ccpA,BSU06950,yesM,-0.353,28675.595,-1
BSU29740,ccpA,BSU06970,yesO,-0.321,23690.107,0
BSU29740,ccpA,BSU06980,yesP,-0.314,17162.068,0
BSU29740,ccpA,BSU07110,lplB,-0.223,43599.705,0
BSU29740,ccpA,BSU07610,citM,-0.899,1371.535,-1
BSU29740,ccpA,BSU07620,yflN,-0.574,1612.35,-1
BSU29740,ccpA,BSU07800,treP,-0.158,41197.173,-1
BSU29740,ccpA,BSU07810,treA,-0.156,40788.912,-1
BSU29740,ccpA,BSU08060,acoA,-0.339,1899.83,-1
BSU29740,ccpA,BSU08070,acoB,-0.334,1743.105,-1
BSU29740,ccpA,BSU08080,acoC,-0.336,1886.84,-1
BSU29740,ccpA,BSU08090,acoL,-0.177,31874.257,-1
BSU29740,ccpA,BSU08100,acoR,-1.017,1391.49,-1
BSU29740,ccpA,BSU08110,sspH,-0.397,26006.653,-1
BSU29740,ccpA,BSU08180,malA,-0.449,1881,-1
BSU29740,ccpA,BSU08190,glvR,-0.244,25657.088,-1
BSU29740,ccpA,BSU08200,malP,-0.538,1160.455,-1
BSU29740,ccpA,BSU08260,yfiG,-0.345,22339.405,0
BSU29740,ccpA,BSU08270,yfiH,-0.222,37084.603,0
BSU29740,ccpA,BSU08280,yfiI,-0.363,28599.298,0
BSU29740,ccpA,BSU09260,yhxA,-0.311,36864.448,0
BSU29740,ccpA,BSU09270,glpP,-0.263,41580.397,0
BSU29740,ccpA,BSU09280,glpF,-0.501,8569.875,-1
BSU29740,ccpA,BSU09290,glpK,-0.451,15893.333,-1
BSU29740,ccpA,BSU09880,yhaR,-0.544,1836.43,-1
BSU29740,ccpA,BSU10270,lcfB,-0.571,3718.625,-1
BSU29740,ccpA,BSU10850,iolX,-0.266,33999.8,0
BSU29740,ccpA,BSU11430,oppA,-0.165,41494.982,0
BSU29740,ccpA,BSU12300,uxaC,-0.773,2351.312,-1
BSU29740,ccpA,BSU12310,yjmB,-0.572,1990.443,-1
BSU29740,ccpA,BSU12380,uxaB,-0.144,40683.545,-1
BSU29740,ccpA,BSU14130,ykuL,-0.656,4930.137,-1
BSU29740,ccpA,BSU14140,ccpC,-0.548,10664.138,-1
BSU29740,ccpA,BSU14890,ctaC,-0.143,36687.63,-1
BSU29740,ccpA,BSU15100,ylbP,-0.543,4700.485,-1
BSU29740,ccpA,BSU16100,sucD,-0.204,36033.91,-1
BSU29740,ccpA,BSU16990,tdh,-0.452,17678.743,0
BSU29740,ccpA,BSU17000,kbl,-0.504,10652.192,0
BSU29740,ccpA,BSU17570,xynP,-0.681,1168.04,-1
BSU29740,ccpA,BSU17580,xynB,-0.661,1276.76,-1
BSU29740,ccpA,BSU17600,xylA,-0.343,32566.897,-1
BSU29740,ccpA,BSU19030,yobO,-0.276,24562.112,-1
BSU29740,ccpA,BSU19360,odhB,-0.551,6474.535,-1
BSU29740,ccpA,BSU19370,odhA,-0.488,6897.517,-1
BSU29740,ccpA,BSU22090,kdgT,-0.903,986.17,-1
BSU29740,ccpA,BSU22100,kdgA,-1.017,511.095,-1
BSU29740,ccpA,BSU22110,kdgK,-0.899,650.45,-1
BSU29740,ccpA,BSU22130,kduI,-0.342,21082.662,-1
BSU29740,ccpA,BSU22140,kduD,-0.34,31253.42,-1
BSU29740,ccpA,BSU22560,qcrA,-0.431,3508.758,-1
BSU29740,ccpA,BSU22570,ypiF,-0.379,14068.655,-1
BSU29740,ccpA,BSU23110,resE,-0.137,43303.823,-1
BSU29740,ccpA,BSU23120,resD,-0.262,29732.43,-1
BSU29740,ccpA,BSU23130,resC,-0.292,9208.128,-1
BSU29740,ccpA,BSU26820,yrpD,-0.426,16783.855,0
BSU29740,ccpA,BSU27030,sacC,-0.521,8407.995,-1
BSU29740,ccpA,BSU27040,levG,-0.533,1360.01,-1
BSU29740,ccpA,BSU27050,levF,-0.493,1378.35,-1
BSU29740,ccpA,BSU27060,levE,-0.479,1326.6,-1
BSU29740,ccpA,BSU27070,levD,-0.49,1375.7,-1
BSU29740,ccpA,BSU27760,csbX,-0.302,38120.79,0
BSU29740,ccpA,BSU27770,yrbE,-0.725,1191.665,0
BSU29740,ccpA,BSU28250,leuD,0.3,16105.532,1
BSU29740,ccpA,BSU28260,leuC,0.251,24505.875,1
BSU29740,ccpA,BSU28270,leuB,0.239,25417.35,1
BSU29740,ccpA,BSU28280,leuA,0.261,21494.467,1
BSU29740,ccpA,BSU28290,ilvC,0.169,36653.035,1
BSU29740,ccpA,BSU28300,ilvH,0.219,35419.783,1
BSU29740,ccpA,BSU28310,ilvB,0.24,28948.217,1
BSU29740,ccpA,BSU28510,abf2,-0.662,1669.475,0
BSU29740,ccpA,BSU28520,etfA,-0.436,1411.195,-1
BSU29740,ccpA,BSU28530,etfB,-0.419,1070.63,-1
BSU29740,ccpA,BSU28540,fadB,-0.381,1248.085,-1
BSU29740,ccpA,BSU28550,fadR,-0.156,38057.385,-1
BSU29740,ccpA,BSU28560,lcfA,-0.339,4885.39,-1
BSU29740,ccpA,BSU28700,ysfE,-0.477,12478.67,0
BSU29740,ccpA,BSU28710,cstA,-0.837,906.57,-1
BSU29740,ccpA,BSU28720,abfA,-0.439,1464.75,-1
BSU29740,ccpA,BSU28730,araQ,-0.335,3331.765,-1
BSU29740,ccpA,BSU28740,araP,-0.403,1838.485,-1
BSU29740,ccpA,BSU28750,araN,-0.428,1470.045,-1
BSU29740,ccpA,BSU28760,araM,-0.571,828.965,-1
BSU29740,ccpA,BSU28770,araL,-0.687,916.81,-1
BSU29740,ccpA,BSU28780,araD,-0.627,878.41,-1
BSU29740,ccpA,BSU28790,araB,-0.469,7145.545,-1
BSU29740,ccpA,BSU28800,araA,-0.506,7415.523,-1
BSU29740,ccpA,BSU28810,abnA,-0.463,9301.58,0
BSU29740,ccpA,BSU29100,phoR,-0.247,32185.55,-1
BSU29740,ccpA,BSU29110,phoP,-0.584,14484.205,-1
BSU29740,ccpA,BSU29120,mdh,-0.266,19983.475,-1
BSU29740,ccpA,BSU29130,icd,-0.262,24923.888,-1
BSU29740,ccpA,BSU29140,citZ,-0.357,30152.53,-1
BSU29740,ccpA,BSU29540,ytdI,-0.584,5352.855,0
BSU29740,ccpA,BSU29679,ytzK,-0.256,41297.575,0
BSU29740,ccpA,BSU29680,acsA,-0.674,1360.415,-1
BSU29740,ccpA,BSU29690,acuA,-0.846,2731.065,-1
BSU29740,ccpA,BSU29700,acuB,-0.87,2770.535,-1
BSU29740,ccpA,BSU29710,acuC,-1.016,2041.225,-1
BSU29740,ccpA,BSU30160,ytcQ,-0.743,5154.892,0
BSU29740,ccpA,BSU30170,ytcP,-0.322,30585,0
BSU29740,ccpA,BSU30270,msmE,-0.322,40655.815,0
BSU29740,ccpA,BSU31200,yulC,-0.221,43955.885,0
BSU29740,ccpA,BSU31330,yugN,-0.468,20346.27,0
BSU29740,ccpA,BSU31340,yugM,-0.622,4319.023,0
BSU29740,ccpA,BSU32040,yuiF,0.199,42797.747,0
BSU29740,ccpA,BSU32830,fadA,-0.154,39334.355,-1
BSU29740,ccpA,BSU32840,fadN,-0.194,26152.938,-1
BSU29740,ccpA,BSU33960,araE,-0.535,5297.94,-1
BSU29740,ccpA,BSU34190,lutP,-0.388,24733.885,0
BSU29740,ccpA,BSU34200,sigL,-0.59,3329.207,-1
BSU29740,ccpA,BSU34550,pgcM,-0.245,43258.618,0
BSU29740,ccpA,BSU34560,malL,-0.358,32961.79,0
BSU29740,ccpA,BSU34570,yvdK,-0.573,33808.488,0
BSU29740,ccpA,BSU34580,yvdJ,-0.514,40558.143,0
BSU29740,ccpA,BSU34590,mdxG,-0.474,41307.885,0
BSU29740,ccpA,BSU34600,mdxF,-0.469,35895.48,0
BSU29740,ccpA,BSU34610,mdxE,-0.463,28024.095,0
BSU29740,ccpA,BSU34620,yvdF,-0.449,25232.603,0
BSU29740,ccpA,BSU34870,hisF,0.255,41366.298,0
BSU29740,ccpA,BSU34890,hisH,0.261,40920.065,0
BSU29740,ccpA,BSU34900,hisB,0.257,41700.482,0
BSU29740,ccpA,BSU34930,hisZ,0.24,42439.255,0
BSU29740,ccpA,BSU35010,nagA,-0.152,33214.048,-1
BSU29740,ccpA,BSU35910,rbsR,-0.925,634.995,-1
BSU29740,ccpA,BSU35920,rbsK,-0.903,576.01,-1
BSU29740,ccpA,BSU35930,rbsD,-0.932,474.735,-1
BSU29740,ccpA,BSU35940,rbsA,-0.942,435.225,-1
BSU29740,ccpA,BSU35950,rbsC,-0.965,468.12,-1
BSU29740,ccpA,BSU35960,rbsB,-0.965,458.11,-1
BSU29740,ccpA,BSU35970,ywsB,-0.57,17761.535,0
BSU29740,ccpA,BSU37790,rocG,-0.409,16167.115,-1
BSU29740,ccpA,BSU38040,sacA,-0.314,22212,-1
BSU29740,ccpA,BSU38050,sacP,-0.302,17948.338,-1
BSU29740,ccpA,BSU38190,galT,-0.977,2959,-1
BSU29740,ccpA,BSU38200,galK,-0.384,21815.662,-1
BSU29740,ccpA,BSU38560,licH,-0.412,1756.685,-1
BSU29740,ccpA,BSU38570,licA,-0.433,1597.375,-1
BSU29740,ccpA,BSU38580,licC,-0.364,2041.445,-1
BSU29740,ccpA,BSU38590,licB,-0.301,10587.493,-1
BSU29740,ccpA,BSU38810,msmX,-0.775,1951.25,-1
BSU29740,ccpA,BSU38820,yxkF,-0.739,2284.285,-1
BSU29740,ccpA,BSU39070,bglS,-1.146,1581.92,-1
BSU29740,ccpA,BSU39250,yxiE,-0.475,24527.895,-1
BSU29740,ccpA,BSU39260,bglH,-0.577,3733.65,-1
BSU29740,ccpA,BSU39270,bglP,-0.443,7298.98,-1
BSU29740,ccpA,BSU39330,Abn2,-0.429,8759.913,-1
BSU29740,ccpA,BSU39340,hutP,-0.543,3058.372,-1
BSU29740,ccpA,BSU39350,hutH,-0.211,40951.495,-1
BSU29740,ccpA,BSU39360,hutU,-0.299,30245.263,-1
BSU29740,ccpA,BSU39370,hutI,-0.27,32159.463,-1
BSU29740,ccpA,BSU39380,hutG,-0.244,33298.725,-1
BSU29740,ccpA,BSU39400,pdp,-0.787,940.755,-1
BSU29740,ccpA,BSU39410,nupC,-0.67,795.575,-1
BSU29740,ccpA,BSU39420,dra,-0.499,3205.48,-1
BSU29740,ccpA,BSU39670,iolJ,-0.487,2310.22,-1
BSU29740,ccpA,BSU39680,iolI,-0.44,1734.155,-1
BSU29740,ccpA,BSU39690,iolH,-0.458,1607.56,-1
BSU29740,ccpA,BSU39700,iolG,-0.494,1340.92,-1
BSU29740,ccpA,BSU39710,iolF,-0.483,1371.25,-1
BSU29740,ccpA,BSU39720,iolE,-0.476,1377.83,-1
BSU29740,ccpA,BSU39730,iolD,-0.429,1607.51,-1
BSU29740,ccpA,BSU39740,iolC,-0.408,1958.13,-1
BSU29740,ccpA,BSU39750,iolB,-0.345,8045.47,-1
BSU29740,ccpA,BSU39760,iolA,-0.251,33107.473,-1
BSU29740,ccpA,BSU40060,gntK,-0.33,42312.745,-1
BSU29740,ccpA,BSU40070,gntP,-0.345,41072.353,-1
BSU29740,ccpA,BSU40310,phrG,-0.156,34428.185,-1
BSU40870,ccpB,BSU08280,yfiI,0.149,41593.162,0
BSU40870,ccpB,BSU17600,xylA,-0.416,38302.87,-1
BSU40870,ccpB,BSU17610,xylB,-0.382,30147.445,-1
BSU40870,ccpB,BSU40050,gntR,-0.655,19026.72,-1
BSU40870,ccpB,BSU40060,gntK,-0.548,3945.012,-1
BSU40870,ccpB,BSU40070,gntP,-0.334,41133.662,-1
BSU14140,ccpC,BSU08390,yfiT,-0.162,43642.253,0
BSU14140,ccpC,BSU18000,citB,-0.816,974.135,-1
BSU14140,ccpC,BSU18010,yneN,-0.581,4647.967,0
BSU14140,ccpC,BSU22880,ypfD,-0.143,44360.387,0
BSU14140,ccpC,BSU23810,yqjN,-0.297,20885.665,0
BSU14140,ccpC,BSU23820,yqjM,-0.157,42420.613,0
BSU14140,ccpC,BSU29120,mdh,-0.789,799.045,-1
BSU14140,ccpC,BSU29130,icd,-0.771,953.09,-1
BSU14140,ccpC,BSU29140,citZ,-0.638,1031.405,-1
BSU14140,ccpC,BSU32960,yusY/1,-0.327,19721.888,0
BSU14140,ccpC,BSU32970,yusY/2,-0.263,22583.045,0
BSU25250,ccpN,BSU14629,Sr1,-0.916,546.38,-1
BSU25250,ccpN,BSU29010,speD,-0.985,1111.035,-1
BSU25250,ccpN,BSU29020,gapB,-0.951,240.635,-1
BSU25250,ccpN,BSU29710,acuC,-0.149,43706.285,0
BSU25250,ccpN,BSU30560,pckA,-0.94,347.24,-1
BSU25250,ccpN,BSU31930,ald,-0.218,42113.175,0
BSU33950,cggR,BSU09250,yhcX,-0.182,40545.793,0
BSU33950,cggR,BSU09310,pgcA,-0.192,41727.94,0
BSU33950,cggR,BSU16610,ylxR,0.164,44079.503,0
BSU33950,cggR,BSU23850,zwf,-0.251,39423.967,0
BSU33950,cggR,BSU23860,gndA,-0.178,37387.795,0
BSU33950,cggR,BSU29490,tpx,-0.188,38782.683,0
BSU33950,cggR,BSU32390,yunF,-0.137,42390.497,0
BSU33950,cggR,BSU33900,eno,-0.886,197.095,-1
BSU33950,cggR,BSU33910,pgm,-0.909,155.55,-1
BSU33950,cggR,BSU33920,tpi,-0.914,138.43,-1
BSU33950,cggR,BSU33930,pgk,-0.904,172.405,-1
BSU33950,cggR,BSU33940,gapA,-0.918,591.305,-1
BSU33950,cggR,BSU36700,moaA,-0.157,42698.8,0
BSU33950,cggR,BSU38110,nfrA,-0.156,42650.365,0
BSU33950,cggR,BSU40100,ahpF,-0.228,40885.705,0
BSU09430,citR,BSU09440,citA,-0.941,228.835,-1
BSU09430,citR,BSU11980,yjdA,-0.166,43570.75,0
BSU09430,citR,BSU13030,ykhA,-0.202,42390.277,0
BSU09430,citR,BSU32140,paiB,-0.195,42836.915,0
BSU07590,citT,BSU07610,citM,0.68,1250.4,1
BSU07590,citT,BSU07620,yflN,0.636,469.98,1
BSU16170,codY,BSU00140,dck,0.329,40795.43,0
BSU16170,codY,BSU02390,ybgE,-0.417,4133.025,-1
BSU16170,codY,BSU03010,amhX,-0.85,837.53,0
BSU16170,codY,BSU03020,ycgA,-0.828,2427.87,-1
BSU16170,codY,BSU03480,srfAA,-0.158,40775.978,-1
BSU16170,codY,BSU03510,srfAC,-0.138,43072.988,-1
BSU16170,codY,BSU03770,rapC,-0.213,38120.23,-1
BSU16170,codY,BSU06310,gabP,-0.632,1624.065,-1
BSU16170,codY,BSU07530,yfmB,-0.712,2755.985,0
BSU16170,codY,BSU07840,yfkN,-0.416,27972.592,0
BSU16170,codY,BSU09460,bcaP,-0.756,2318.86,-1
BSU16170,codY,BSU10070,yhaA,-0.619,3768.992,0
BSU16170,codY,BSU10450,yhjB,-0.692,4683.227,0
BSU16170,codY,BSU10460,yhjC,-0.826,2042.69,-1
BSU16170,codY,BSU11360,appD,-0.74,1099.3,-1
BSU16170,codY,BSU11370,appF,-0.663,1195.645,-1
BSU16170,codY,BSU11381,appA/1,-0.72,900.66,-1
BSU16170,codY,BSU11382,appA/2,-0.73,736.67,-1
BSU16170,codY,BSU11390,appB,-0.725,823.095,-1
BSU16170,codY,BSU11400,appC,-0.678,1039.225,-1
BSU16170,codY,BSU11410,yjbA,-0.282,32426.675,0
BSU16170,codY,BSU11890,yjcK,-0.603,5384.345,0
BSU16170,codY,BSU11900,yjcL,-0.71,8363.028,0
BSU16170,codY,BSU12430,rapA,-0.661,1088.88,-1
BSU16170,codY,BSU12440,phrA,-0.629,1121.735,-1
BSU16170,codY,BSU12920,dppA,-0.968,166.44,-1
BSU16170,codY,BSU12930,dppB,-1.01,348.075,-1
BSU16170,codY,BSU12940,dppC,-1.075,510.455,-1
BSU16170,codY,BSU12950,dppD,-1.002,360.63,-1
BSU16170,codY,BSU12960,dppE,-1.038,408.67,-1
BSU16170,codY,BSU12970,ykfA,-1.012,540.225,-1
BSU16170,codY,BSU12980,ykfB,-1.012,531.095,-1
BSU16170,codY,BSU12990,ykfC,-1.001,521.89,-1
BSU16170,codY,BSU13000,ykfD,-1.063,608.185,-1
BSU16170,codY,BSU13190,ispA,-0.233,41408.185,0
BSU16170,codY,BSU13940,ykwB,-0.635,5239.477,0
BSU16170,codY,BSU14330,yknV,-0.15,41120.842,0
BSU16170,codY,BSU15340,ylmA,-0.5,9961.48,-1
BSU16170,codY,BSU16210,fliF,-0.348,38231.668,-1
BSU16170,codY,BSU16220,fliG,-0.359,35313.13,-1
BSU16170,codY,BSU16230,fliH,-0.339,37526.143,-1
BSU16170,codY,BSU16240,fliI,-0.348,34091.103,-1
BSU16170,codY,BSU16270,fliK,-0.376,29954.62,-1
BSU16170,codY,BSU16280,flgD,-0.364,34734.13,-1
BSU16170,codY,BSU16290,flgE,-0.306,38542.675,-1
BSU16170,codY,BSU16300,fliL,-0.386,26617.257,-1
BSU16170,codY,BSU16310,fliM,-0.37,30803.835,-1
BSU16170,codY,BSU16320,fliY,-0.408,26052.635,-1
BSU16170,codY,BSU16340,fliZ,-0.542,24011.98,-1
BSU16170,codY,BSU16350,fliP,-0.455,27449.72,-1
BSU16170,codY,BSU16360,fliQ,-0.4,30870.405,-1
BSU16170,codY,BSU16370,fliR,-0.405,38745.93,-1
BSU16170,codY,BSU16380,flhB,-0.384,29495.03,-1
BSU16170,codY,BSU16390,flhA,-0.33,35235.715,-1
BSU16170,codY,BSU16400,flhF,-0.327,36817.975,-1
BSU16170,codY,BSU16430,cheA,-0.337,35947.45,-1
BSU16170,codY,BSU16440,cheW,-0.305,41305.457,-1
BSU16170,codY,BSU16450,cheC,-0.348,36284.405,-1
BSU16170,codY,BSU16460,cheD,-0.288,40721.29,-1
BSU16170,codY,BSU16480,swrB,-0.424,40145.975,-1
BSU16170,codY,BSU17130,acpK,-0.278,38557.387,0
BSU16170,codY,BSU17140,pksF,-0.345,29586.557,0
BSU16170,codY,BSU17150,pksG,-0.284,32712.245,0
BSU16170,codY,BSU17180,pksJ,-0.404,20443.998,0
BSU16170,codY,BSU17190,pksL,-0.392,21945.51,0
BSU16170,codY,BSU17210,pksN,-0.336,31408.347,0
BSU16170,codY,BSU17900,sirA,0.263,37086.98,0
BSU16170,codY,BSU18000,citB,-0.234,16558.055,-1
BSU16170,codY,BSU19350,yocS,-0.491,11005.683,0
BSU16170,codY,BSU21760,ypmP,-0.297,32111.47,-1
BSU16170,codY,BSU21770,ilvA,-0.554,9897.215,-1
BSU16170,codY,BSU21870,ilvD,-0.658,5051.12,-1
BSU16170,codY,BSU24030,bkdB,-0.733,3711.435,-1
BSU16170,codY,BSU24040,bkdAB,-0.73,2160.28,-1
BSU16170,codY,BSU24050,bkdAA,-0.778,1165.38,-1
BSU16170,codY,BSU24060,lpdV,-0.649,6166.938,-1
BSU16170,codY,BSU24070,buk,-0.595,8395.26,-1
BSU16170,codY,BSU24080,bcd,-0.754,2940.18,-1
BSU16170,codY,BSU24090,ptb,-0.754,4269.062,-1
BSU16170,codY,BSU24100,bkdR,0.231,42414.677,-1
BSU16170,codY,BSU25060,yqfZ,-0.171,36175.625,0
BSU16170,codY,BSU25830,rapE,-0.613,5116.305,-1
BSU16170,codY,BSU25840,phrE,-0.215,42290.003,-1
BSU16170,codY,BSU26890,csn,0.297,41824.683,0
BSU16170,codY,BSU28250,leuD,-0.724,685.4,-1
BSU16170,codY,BSU28260,leuC,-0.698,760.8,-1
BSU16170,codY,BSU28270,leuB,-0.682,880.475,-1
BSU16170,codY,BSU28280,leuA,-0.719,743.845,-1
BSU16170,codY,BSU28290,ilvC,-0.721,907.365,-1
BSU16170,codY,BSU28300,ilvH,-0.756,915.79,-1
BSU16170,codY,BSU28310,ilvB,-0.795,920.685,-1
BSU16170,codY,BSU29200,accA,0.28,45541.192,0
BSU16170,codY,BSU29470,ackA,0.475,5947.27,1
BSU16170,codY,BSU29630,refZ,0.194,43725.125,0
BSU16170,codY,BSU29680,acsA,-0.62,1801.925,-1
BSU16170,codY,BSU29970,ytkP,0.292,37610.745,0
BSU16170,codY,BSU31000,yuaI,-0.314,40538.14,0
BSU16170,codY,BSU31010,floT,-0.322,37481.435,0
BSU16170,codY,BSU31020,yuaF,-0.286,36036.22,0
BSU16170,codY,BSU31450,kinB,-0.285,25048.745,-1
BSU16170,codY,BSU31540,nupN,-0.936,433.03,-1
BSU16170,codY,BSU31550,nupO,-0.911,699.825,-1
BSU16170,codY,BSU31560,nupP,-0.941,757.345,-1
BSU16170,codY,BSU31570,nupQ,-0.935,1034.25,-1
BSU16170,codY,BSU32080,yuiB,-0.606,12686.39,-1
BSU16170,codY,BSU32090,yuiA,-0.594,1917.235,-1
BSU16170,codY,BSU32550,yurJ,-0.343,8344.505,-1
BSU16170,codY,BSU32570,frlD,-0.497,865.425,-1
BSU16170,codY,BSU32580,frlM,-0.523,494.21,-1
BSU16170,codY,BSU32590,frlN,-0.512,424.5,-1
BSU16170,codY,BSU32600,frlO,-0.522,365.88,-1
BSU16170,codY,BSU32610,frlB,-0.55,814.03,-1
BSU16170,codY,BSU32960,yusY/1,-0.195,43505.25,0
BSU16170,codY,BSU34670,yvdA,-0.205,44158.037,0
BSU16170,codY,BSU36190,ywqJ,-0.235,40816.915,0
BSU16170,codY,BSU36640,ureC,-0.637,6260.488,-1
BSU16170,codY,BSU36650,ureB,-0.493,18678.307,-1
BSU16170,codY,BSU36660,ureA,-0.547,11963.847,-1
BSU16170,codY,BSU36668,ywzE,-0.431,20232.76,0
BSU16170,codY,BSU37150,pyrG,0.247,41107.81,0
BSU16170,codY,BSU37660,pta,0.264,37765.202,0
BSU16170,codY,BSU37680,ywfH,-0.282,43901.585,-1
BSU16170,codY,BSU37760,rocC,-0.432,33448.77,-1
BSU16170,codY,BSU37770,rocB,-0.409,32398.493,-1
BSU16170,codY,BSU38090,vpr,-0.493,14413.638,0
BSU16170,codY,BSU39340,hutP,-0.301,35844.162,-1
BSU16170,codY,BSU39870,yxbD,-0.186,39998.365,-1
BSU16170,codY,BSU39890,yxbB,-0.764,1131.89,-1
BSU16170,codY,BSU39900,yxbA,-0.792,1166.44,-1
BSU16170,codY,BSU39910,yxnB,-0.813,1189.87,-1
BSU16170,codY,BSU39920,asnH,-0.787,1456.72,-1
BSU16170,codY,BSU39930,yxaM,-0.818,1391.665,-1
BSU31680,comA,BSU02520,ycbJ,0.169,44173.245,0
BSU31680,comA,BSU03510,srfAC,0.417,27640.307,1
BSU31680,comA,BSU03520,srfAD,0.448,20442.647,1
BSU31680,comA,BSU03530,ycxA,0.441,4294.345,1
BSU31680,comA,BSU03770,rapC,0.652,1906.457,1
BSU31680,comA,BSU03780,phrC,0.486,15182.343,1
BSU31680,comA,BSU07320,yfnC,0.244,40999.012,0
BSU31680,comA,BSU07560,pel,0.544,8846.21,1
BSU31680,comA,BSU09710,bmrC,0.334,19090.68,0
BSU31680,comA,BSU09720,bmrD,0.32,22255.535,0
BSU31680,comA,BSU12430,rapA,0.361,2649.435,1
BSU31680,comA,BSU12440,phrA,0.321,4385.748,1
BSU31680,comA,BSU15890,plsX,0.221,32881.795,1
BSU31680,comA,BSU23730,yqjV,0.208,30667.55,0
BSU31680,comA,BSU23740,yqjU,0.183,43089.775,0
BSU31680,comA,BSU25740,yqeB,0.32,21897.04,0
BSU31680,comA,BSU25840,phrE,0.244,17175.615,1
BSU31680,comA,BSU31720,degQ,0.423,7817.195,1
BSU31680,comA,BSU37460,rapF,0.264,30062.428,1
BSU31680,comA,BSU37470,phrF,0.279,33668.345,1
BSU31680,comA,BSU37480,ywhH,0.229,14888.528,1
BSU10420,comK,BSU02010,ybdK,0.707,1612.73,1
BSU10420,comK,BSU03370,yckA,0.436,28538.643,0
BSU10420,comK,BSU03380,yckB,0.555,14384.99,0
BSU10420,comK,BSU03420,nin,0.961,498.865,1
BSU10420,comK,BSU03430,nucA,0.911,776.975,1
BSU10420,comK,BSU03470,hxlR,0.627,3956.023,0
BSU10420,comK,BSU06830,rapH,0.422,1461.14,1
BSU10420,comK,BSU06839,phrH,0.409,1790.71,0
